SGL,Transect #,TransectMeterPlot,Genus,Species,Species common,Daubenmeyer,TransectLattitude ,TransectLongitude ,Heading,BurnDate,YearSinceBurn,CollectedDate,DateCollected,Time Category,Burn Unit,Days Since Burn,Notes,Cleaning notes
211,2,15m,Rubus,flagellaris,northern dewberry,1,"40°31'29"" N","76°34'0"" W",,4-23-25,4-23-25,5-18-25,5-18-25,0-1,211-1,25,,
211,2,20m,Maianthemum,racemosum,false Solomon's seal,1,"40°31'29"" N","76°34'0"" W",,4-23-25,4-23-25,5-18-25,5-18-25,0-1,211-1,25,,
211,2,20m,Lysimachia,quadrifolia,whorled yellow loostrife,1,"40°31'29"" N","76°34'0"" W",,4-23-25,4-23-25,5-18-25,5-18-25,0-1,211-1,25,,
211,3,20m,Dichanthelium,clandestinum,deer tongue,2,"40°31'29"" N","76°34'5"" W",,4-23-25,4-23-25,5-18-25,5-18-25,0-1,211-1,25,,
211,3,20m,Lysimachia,quadrifolia,whorled yellow loostrife,1,"40°31'29"" N","76°34'5"" W",,4-23-25,4-23-25,5-18-25,5-18-25,0-1,211-1,25,,
211,3,20m,Carex,blanda,woodland sedge,1,"40°31'29"" N","76°34'5"" W",,4-23-25,4-23-25,5-18-25,5-18-25,0-1,211-1,25,,
211,3,20m,Microstegium,vimineum,Japanese stiltgrass,2,"40°31'29"" N","76°34'5"" W",,4-23-25,4-23-25,5-18-25,5-18-25,0-1,211-1,25,,
211,3,20m,Dennstaedtia,punctilobula,hay-scented fern,1,"40°31'29"" N","76°34'5"" W",,4-23-25,4-23-25,5-18-25,5-18-25,0-1,211-1,25,,
211,3,20m,Betula,lenta,black birch,2,"40°31'29"" N","76°34'5"" W",,4-23-25,4-23-25,5-18-25,5-18-25,0-1,211-1,25,,
211,3,15m,Betula,lenta,black birch,3,"40°31'29"" N","76°34'5"" W",,4-23-25,4-23-25,5-18-25,5-18-25,0-1,211-1,25,,
211,3,15m,Lysimachia,quadrifolia,whorled yellow loostrife,2,"40°31'29"" N","76°34'5"" W",,4-23-25,4-23-25,5-18-25,5-18-25,0-1,211-1,25,,
211,3,15m,Carex,blanda,woodland sedge,2,"40°31'29"" N","76°34'5"" W",,4-23-25,4-23-25,5-18-25,5-18-25,0-1,211-1,25,,
211,3,15m,Dichanthelium,clandestinum,deer tongue,1,"40°31'29"" N","76°34'5"" W",,4-23-25,4-23-25,5-18-25,5-18-25,0-1,211-1,25,,
211,3,15m,Rubus,flagellaris,northern dewberry,1,"40°31'29"" N","76°34'5"" W",,4-23-25,4-23-25,5-18-25,5-18-25,0-1,211-1,25,,
211,3,15m,Carex,pensylvanica,PA sedge,2,"40°31'29"" N","76°34'5"" W",,4-23-25,4-23-25,5-18-25,5-18-25,0-1,211-1,25,,
211,3,10m,Rubus,allegheniensis,Allegheny blackberry,2,"40°31'29"" N","76°34'5"" W",,4-23-25,4-23-25,5-18-25,5-18-25,0-1,211-1,25,,
211,3,10m,Carex,pensylvanica,PA sedge,1,"40°31'29"" N","76°34'5"" W",,4-23-25,4-23-25,5-18-25,5-18-25,0-1,211-1,25,,
211,3,10m,Betula,lenta,black birch,1,"40°31'29"" N","76°34'5"" W",,4-23-25,4-23-25,5-18-25,5-18-25,0-1,211-1,25,,
211,3,5m,Betula,lenta,black birch,1,"40°31'29"" N","76°34'5"" W",,4-23-25,4-23-25,5-18-25,5-18-25,0-1,211-1,25,,
211,3,5m,Rubus,flagellaris,northern dewberry,1,"40°31'29"" N","76°34'5"" W",,4-23-25,4-23-25,5-18-25,5-18-25,0-1,211-1,25,,
211,3,5m,Carex,sp.,Carex morpho 2,2,"40°31'29"" N","76°34'5"" W",,4-23-25,4-23-25,5-18-25,5-18-25,0-1,211-1,25,Carex morpho 2,
211,4,20m,Kalmia,latifolia,mountain laurel ,2,"40°31'45"" N","76°33'36"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,4,20m,,,moss morpho 1,2,"40°31'45"" N","76°33'36"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,4,15m,Medeola,virginiana,Indian cucumber ,2,"40°31'45"" N","76°33'36"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,4,15m,Gaultheria,procumbens,teaberry,3,"40°31'45"" N","76°33'36"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,4,15m,Medeola,virginiana,Indian cucumber ,2,"40°31'45"" N","76°33'36"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,4,15m,Acer,rubrum,red maple,1,"40°31'45"" N","76°33'36"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,4,15m,Kalmia,latifolia,mountain laurel ,3,"40°31'45"" N","76°33'36"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,4,15m,,,moss morpho 1,1,"40°31'45"" N","76°33'36"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,4,10m,Hamamelis,virginiana,witch-hazel,1,"40°31'45"" N","76°33'36"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,4,10m,Vaccinium,angustifolium,lowbush blueberry,5,"40°31'45"" N","76°33'36"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,4,10m,,,moss morpho 1,1,"40°31'45"" N","76°33'36"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,4,10m,Acer,rubrum,red maple,1,"40°31'45"" N","76°33'36"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,4,5m,Vaccinium,angustifolium,lowbush blueberry,3,"40°31'45"" N","76°33'36"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,4,5m,Gaultheria,procumbens,teaberry,2,"40°31'45"" N","76°33'36"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,4,5m,,,moss morpho 1,2,"40°31'45"" N","76°33'36"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,4,5m,Acer,pensylvanicum,striped maple,1,"40°31'45"" N","76°33'36"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,4,5m,Acer,rubrum,red maple,1,"40°31'45"" N","76°33'36"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,5,5m,Dendrolycopodium,obscurum,flat-branched tree clubmoss,3,"40°31'46"" N","76°33'37"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,5,5m,Gaultheria,procumbens,teaberry,2,"40°31'46"" N","76°33'37"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,5,5m,Quercus,rubra,red oak,1,"40°31'46"" N","76°33'37"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,5,10m,Dendrolycopodium,obscurum,flat-branched tree clubmoss,4,"40°31'46"" N","76°33'37"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,5,10m,Betula,lenta,black birch,2,"40°31'46"" N","76°33'37"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,5,10m,Quercus,rubra,red oak,1,"40°31'46"" N","76°33'37"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,5,15m,Dendrolycopodium,obscurum,flat-branched tree clubmoss,4,"40°31'46"" N","76°33'37"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,5,15m,Betula,lenta,black birch,3,"40°31'46"" N","76°33'37"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,5,20m,Dendrolycopodium,obscurum,flat-branched tree clubmoss,2,"40°31'46"" N","76°33'37"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,5,20m,Betula,lenta,black birch,3,"40°31'46"" N","76°33'37"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,6,20m,Tsuga,canadensis,eastern hemlock,2,"40°31'47"" N","76°33'37"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,6,20m,Dendrolycopodium,obscurum,flat-branched tree clubmoss,3,"40°31'47"" N","76°33'37"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,6,15m,Rubus,flagellaris,northern dewberry,2,"40°31'47"" N","76°33'37"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,6,15m,Dendrolycopodium,obscurum,flat-branched tree clubmoss,2,"40°31'47"" N","76°33'37"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,6,15m,Kalmia,latifolia,mountain laurel ,1,"40°31'47"" N","76°33'37"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,6,10m,Quercus,alba,white oak,1,"40°31'47"" N","76°33'37"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,6,10m,Rubus,flagellaris,northern dewberry,1,"40°31'47"" N","76°33'37"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,6,10m,Dendrolycopodium,obscurum,flat-branched tree clubmoss,1,"40°31'47"" N","76°33'37"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,6,5m,Kalmia,latifolia,mountain laurel ,3,"40°31'47"" N","76°33'37"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,6,5m,Dendrolycopodium,obscurum,flat-branched tree clubmoss,2,"40°31'47"" N","76°33'37"" W",,Never,Never,5-18-25,5-18-25,Never,211-2,,,
211,7,20m,Dennstaedtia,punctilobula,hay-scented fern,3,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,20m,Betula,lenta,black birch,3,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,20m,Vaccinium,pallidum,hillside blueberry,1,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,20m,Lysimachia,quadrifolia,whorled yellow loostrife,1,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,20m,Rubus,flagellaris,northern dewberry,2,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,15m,Rubus,hispidus,dewberry,3,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,15m,Acer,rubrum,red maple,1,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,15m,Betula,lenta,black birch,2,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,15m,Lysimachia,quadrifolia,whorled yellow loostrife,2,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,15m,Dennstaedtia,punctilobula,hay-scented fern,2,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,15m,Vaccinium,pallidum,hillside blueberry,2,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,15m,Hamamelis,virginiana,witch-hazel,1,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,15m,,,moss morpho 3,1,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,15m,Carex,blanda,woodland sedge,1,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,10m,Betula,lenta,black birch,4,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,10m,Carex,blanda,woodland sedge,3,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,10m,Vaccinium,pallidum,hillside blueberry,2,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,10m,Sassafras,albidum,sassafrass,1,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,10m,Dennstaedtia,punctilobula,hay-scented fern,2,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,10m,Lysimachia,quadrifolia,whorled yellow loostrife,1,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,10m,,,moss morpho 3,1,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,5m,Carex,blanda,woodland sedge,3,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,5m,Lysimachia,quadrifolia,whorled yellow loostrife,2,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,5m,Acer,rubrum,red maple,1,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,5m,Rubus,hispidus,dewberry,2,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,5m,Vaccinium,pallidum,hillside blueberry,,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,5m,Betula,lenta,black birch,3,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,5m,,,moss morpho 3,2,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,5m,Carex,pensylvanica,PA sedge,2,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,7,5m,Rubus,allegheniensis,Allegheny blackberry,1,"40°31'33"" N","76°33'53"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,20m,Acer,rubrum,red maple,3,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,20m,Gaultheria,procumbens,teaberry,3,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,20m,Betula,lenta,black birch,1,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,20m,Vaccinium,pallidum,hillside blueberry,1,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,20m,Kalmia,latifolia,mountain laurel ,1,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,20m,Quercus,rubra,red oak,1,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,15m,Vaccinium,pallidum,hillside blueberry,2,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,15m,Acer,rubrum,red maple,2,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,15m,Betula,lenta,black birch,2,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,15m,Hamamelis,virginiana,witch-hazel,2,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,15m,Sassafras,albidum,sassafrass,1,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,15m,Gaultheria,procumbens,teaberry,3,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,15m,,,moss morpho 3,1,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,15m,Smilax,rotundifolia,common greenbriar,1,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,10m,Vaccinium,pallidum,hillside blueberry,3,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,10m,Acer,rubrum,red maple,2,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,10m,Betula,lenta,black birch,1,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,10m,Carex,vulpinoidea,fox sedge,1,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,10m,Kalmia,latifolia,mountain laurel ,1,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,10m,Gaultheria,procumbens,teaberry,1,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,5m,Rubus,hispidus,dewberry,4,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,5m,Betula,lenta,black birch,2,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,5m,Comptonia,peregrina,sweet fern,1,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,5m,Carex,vulpinoidea,fox sedge,1,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,5m,Microstegium,vimineum,Japanese stiltgrass,1,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,8,5m,Dennstaedtia,punctilobula,hay-scented fern,1,"40°31'36"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,20m,Betula,lenta,black birch,4,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,20m,Rubus,allegheniensis,Allegheny blackberry,2,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,20m,Comptonia,peregrina,sweet fern,2,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,20m,Schizachyrium,scoparium,little bluestem ,2,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,20m,Acer,rubrum,red maple,1,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,20m,Liriodendron,tulipifera,tuliptree,1,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,15m,Betula,lenta,black birch,3,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,15m,Acer,rubrum,red maple,1,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,15m,Carex,blanda,woodland sedge,1,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,15m,Rubus,hispidus,dewberry,3,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,15m,Carex,vulpinoidea,fox sedge,2,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,15m,Microstegium,vimineum,Japanese stiltgrass,1,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,15m,Comptonia,peregrina,sweet fern,1,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,15m,,,moss morpho 3,1,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,10m,Scirpus,cyperinus,woolgrass,2,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,10m,Juncus,effusus,common rush,2,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,10m,Acer,rubrum,red maple,1,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,10m,,,Carex morpho 1,1,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,10m,Rubus,hispidus,dewberry,1,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,10m,,,poa morpho 1,1,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,Changed from poa sp. 1 to poa morpho 1
211,9,10m,Betula,lenta,black birch,1,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,10m,Quercus,rubra,red oak,1,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,5m,Lysimachia,quadrifolia,whorled yellow loostrife,3,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,5m,Rubus,allegheniensis,Allegheny blackberry,1,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,5m,Hamamelis,virginiana,witch-hazel,1,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,5m,,,poa morpho 1,1,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,Changed from poa sp. 1 to poa morpho 1
211,9,5m,Rubus,hispidus,dewberry,1,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,5m,Betula,lenta,black birch,2,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,5m,Quercus,rubra,red oak,1,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,5m,Sassafras,albidum,sassafrass,1,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
211,9,5m,,,Moss morpho 3,1,"40°31'35"" N","76°33'48"" W",,3-23-21,3-23-21,5-25-25,5-25-25,1-5,211-3,1524,,
300,10,20m,Gaultheria,procumbens,teaberry,3,"41°29'12"" N","75°28'47"" W",283,Never,Never,6-6-25,6-6-25,Never,300-3,,,
300,10,20m,Quercus,rubra,red oak,1,"41°29'12"" N","75°28'47"" W",283,Never,Never,6-6-25,6-6-25,Never,300-3,,,
300,10,20m,Sassafras,albidum,sassafrass,1,"41°29'12"" N","75°28'47"" W",283,Never,Never,6-6-25,6-6-25,Never,300-3,,,
300,10,20m,Pteridium,aquilinum,western bracken fern,2,"41°29'12"" N","75°28'47"" W",283,Never,Never,6-6-25,6-6-25,Never,300-3,,,
300,10,20m,Vaccinium,angustifolium,lowbush blueberry,2,"41°29'12"" N","75°28'47"" W",283,Never,Never,6-6-25,6-6-25,Never,300-3,,,
