SGL,Transect #,TransectMeterPlot,Genus,Species,Species common,Daubenmeyer,TransectLattitude ,TransectLongitude ,Heading,BurnDate,YearSinceBurn,CollectedDate,DateCollected,Time Category,Burn Unit,Days Since Burn,Notes,Cleaning notes
38,1,20m,Medeola,virginiana,Indian cucumber ,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,1,20m,Kalmia,angustifolia,sheep laurel,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,1,20m,Gaultheria,procumbens,teaberry,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,1,20m,Rubus,hispidus,dewberry,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,1,15m,Vaccinium,pallidum,hillside blueberry,5,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,1,15m,Medeola,virginiana,Indian cucumber ,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,1,15m,Gaultheria,procumbens,teaberry,2,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,1,15m,Kalmia,angustifolia,sheep laurel,2,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,1,15m,Acer,rubrum,red maple,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,1,10m,Rubus,hispidus,dewberry,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,1,10m,Kalmia,angustifolia,sheep laurel,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,1,10m,Vaccinium,corymbosum,highbush blueberry,5,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,1,10m,Gaultheria,procumbens,teaberry,2,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,1,10m,Carex,pensylvanica,PA sedge,2,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,1,10m,Pteridium,aquilinum,western bracken fern,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,1,5m,Vaccinium,pallidum,hillside blueberry,4,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,1,5m,Kalmia,angustifolia,sheep laurel,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,1,5m,Carex,pensylvanica,PA sedge,2,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,1,5m,,,common hairmoss,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,1,5m,Rubus,hispidus,dewberry,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,1,5m,Gaultheria,procumbens,teaberry,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,1,5m,Rubus,flagellaris,northern dewberry,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,1,5m,Lysimachia,quadrifolia,whorled yellow loostrife,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,2,20m,Gaultheria,procumbens,teaberry,5,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,2,20m,Kalmia,angustifolia,sheep laurel,2,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,2,20m,Sassafras,albidum,sassafrass,1,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,2,20m,Acer,rubrum,red maple,1,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,2,20m,Vaccinium,pallidum,hillside blueberry,1,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,2,20m,Amianthium,muscitoxicum,fly poison,1,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,2,15m,Gaultheria,procumbens,teaberry,4,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,2,15m,Vaccinium,corymbosum,highbush blueberry,3,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,2,15m,Kalmia,angustifolia,sheep laurel,2,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,2,15m,Sassafras,albidum,sassafrass,1,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,2,10m,Vaccinium,pallidum,hillside blueberry,4,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,2,10m,Pteridium,aquilinum,western bracken fern,5,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,2,10m,Gaultheria,procumbens,teaberry,2,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,2,10m,Kalmia,angustifolia,sheep laurel,1,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,2,10m,Aronia,melanocarpa,black chokeberry,1,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,2,5m,Dennstaedtia,punctilobula,hay-scented fern,2,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,2,5m,Sassafras,albidum,sassafrass,1,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,2,5m,Kalmia,angustifolia,sheep laurel,3,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,2,5m,Vaccinium,corymbosum,highbush blueberry,2,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,2,5m,Rubus,flagellaris,northern dewberry,1,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,2,5m,Gaultheria,procumbens,teaberry,3,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,2,5m,Carex,pensylvanica,PA sedge,2,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,2,5m,Quercus,ilicifolia,scrub oak,1,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,20m,Amianthium,muscitoxicum,fly poison,1,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,20m,Kalmia,angustifolia,sheep laurel,2,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,20m,Quercus,ilicifolia,scrub oak,1,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,20m,Vaccinium,pallidum,hillside blueberry,3,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,20m,Gaultheria,procumbens,teaberry,3,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,20m,Rubus,flagellaris,northern dewberry,2,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,20m,Lysimachia,borealis,northern starflower,1,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,20m,Pteridium,aquilinum,western bracken fern,2,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,20m,Medeola,virginiana,Indian cucumber ,2,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,15m,Vaccinium,pallidum,hillside blueberry,3,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,15m,Kalmia,angustifolia,sheep laurel,3,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,15m,Pteridium,aquilinum,western bracken fern,1,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,15m,Gaultheria,procumbens,teaberry,3,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,15m,Sassafras,albidum,sassafrass,1,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,10m,Vaccinium,corymbosum,highbush blueberry,3,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,10m,Kalmia,angustifolia,sheep laurel,3,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,10m,Rubus,flagellaris,northern dewberry,1,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,10m,Gaultheria,procumbens,teaberry,1,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,10m,Hamamelis,virginiana,witch-hazel,1,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,10m,Isotria,verticillata,large whorled pogonia,2,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,10m,Carex,pensylvanica,PA sedge,1,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,5m,Vaccinium,corymbosum,highbush blueberry,5,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,5m,Kalmia,angustifolia,sheep laurel,2,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,5m,,,nothern dewberry,2,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,3,5m,Dennstaedtia,punctilobula,hay-scented fern,1,"41°3'19"" N","75°24'7"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,,
38,9,20m,Kalmia,angustifolia,sheep laurel,2,41.03775,-75.40148,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,9,20m,Quercus,ilicifolia,scrub oak,3,41.03775,-75.40148,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,9,20m,Vaccinium,corymbosum,highbush blueberry,3,41.03775,-75.40148,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,9,15m,Amianthium,muscitoxicum,fly poison,2,41.03775,-75.40148,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,9,15m,Vaccinium,corymbosum,highbush blueberry,3,41.03775,-75.40148,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,9,15m,Rubus,hispidus,dewberry,3,41.03775,-75.40148,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,9,15m,Sassafras,albidum,sassafrass,1,41.03775,-75.40148,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,9,15m,Quercus,ilicifolia,scrub oak,2,41.03775,-75.40148,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,9,10m,Sassafras,albidum,sassafrass,1,41.03775,-75.40148,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,9,10m,Quercus,ilicifolia,scrub oak,2,41.03775,-75.40148,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,9,10m,Vaccinium,corymbosum,highbush blueberry,3,41.03775,-75.40148,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,9,5m,Vaccinium,corymbosum,highbush blueberry,3,41.03775,-75.40148,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,9,5m,Quercus,ilicifolia,scrub oak,3,41.03775,-75.40148,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,8,20m,Quercus,ilicifolia,scrub oak,4,41.03942,-75.40184,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,8,20m,Kalmia,angustifolia,sheep laurel,3,41.03942,-75.40184,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,8,20m,Vaccinium,angustifolium,lowbush blueberry,2,41.03942,-75.40184,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,8,15m,Kalmia,angustifolia,sheep laurel,1,41.03942,-75.40184,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,8,15m,Quercus,ilicifolia,scrub oak,1,41.03942,-75.40184,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,8,15m,Vaccinium,angustifolium,lowbush blueberry,1,41.03942,-75.40184,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,8,15m,Sassafras,albidum,sassafrass,1,41.03942,-75.40184,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,8,15m,Gaylussacia,baccata,black huckleberry,1,41.03942,-75.40184,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,8,15m,Quercus,ilicifolia,scrub oak,3,41.03942,-75.40184,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,8,10m,Vaccinium,angustifolium,lowbush blueberry,2,41.03942,-75.40184,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,8,10m,Gaylussacia,baccata,black huckleberry,2,41.03942,-75.40184,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,8,10m,Quercus,ilicifolia,scrub oak,4,41.03942,-75.40184,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,8,10m,Kalmia,angustifolia,sheep laurel,1,41.03942,-75.40184,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,8,5m,Dennstaedtia,punctilobula,hay-scented fern,2,41.03942,-75.40184,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,8,5m,Kalmia,angustifolia,sheep laurel,3,41.03942,-75.40184,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,8,5m,Vaccinium,angustifolium,lowbush blueberry,3,41.03942,-75.40184,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,8,5m,Quercus,ilicifolia,scrub oak,2,41.03942,-75.40184,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,8,5m,Gaylussacia,baccata,black huckleberry,3,41.03942,-75.40184,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,8,5m,Rubus,flagellaris,northern dewberry,1,41.03942,-75.40184,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,7,20m,Vaccinium,corymbosum,highbush blueberry,3,41.04039,-75.40252,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,7,20m,Quercus,ilicifolia,scrub oak,3,41.04039,-75.40252,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,7,15m,Kalmia,angustifolia,sheep laurel,2,41.04039,-75.40252,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,7,15m,Vaccinium,corymbosum,highbush blueberry,4,41.04039,-75.40252,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,7,15m,Hamamelis,virginiana,witch-hazel,2,41.04039,-75.40252,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,7,15m,Aronia,melanocarpa,black chokeberry,1,41.04039,-75.40252,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,7,10m,Quercus,ilicifolia,scrub oak,3,41.04039,-75.40252,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,7,10m,Vaccinium,corymbosum,highbush blueberry,3,41.04039,-75.40252,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,7,5m,Vaccinium,corymbosum,highbush blueberry,3,41.04039,-75.40252,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
38,7,5m,Quercus,ilicifolia,scrub oak,2,41.04039,-75.40252,,6-17-14,6-17-14,6-18-2025,6-18-2025,10+,38-2,4019,,
183,2,20m,Vaccinium,angustifolium,lowbush blueberry,3,"41°25'38"" N","75°9'42"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,2,20m,,,pincushon moss,2,"41°25'38"" N","75°9'42"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,2,20m,Avenella,flexuosa,wavy hair grass,1,"41°25'38"" N","75°9'42"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,2,15m,Quercus,montana,chestnut oak,1,"41°25'38"" N","75°9'42"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,2,15m,Vaccinium,angustifolium,lowbush blueberry,2,"41°25'38"" N","75°9'42"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,2,15m,Gaultheria,procumbens,teaberry,1,"41°25'38"" N","75°9'42"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,2,15m,Carex,pensylvanica,PA sedge,1,"41°25'38"" N","75°9'42"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,2,15m,Pteridium,aquilinum,western bracken fern,1,"41°25'38"" N","75°9'42"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,2,10m,Gaultheria,procumbens,teaberry,2,"41°25'38"" N","75°9'42"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,2,10m,Acer,rubrum,red maple,1,"41°25'38"" N","75°9'42"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,2,10m,Vaccinium,angustifolium,lowbush blueberry,1,"41°25'38"" N","75°9'42"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,2,10m,,,pincushon moss,1,"41°25'38"" N","75°9'42"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,2,10m,Avenella,flexuosa,wavy hair grass,1,"41°25'38"" N","75°9'42"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,2,5m,Carex,pensylvanica,PA sedge,4,"41°25'38"" N","75°9'42"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,2,5m,Vaccinium,angustifolium,lowbush blueberry,2,"41°25'38"" N","75°9'42"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,2,5m,Gaultheria,procumbens,teaberry,1,"41°25'38"" N","75°9'42"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,1,20m,Vaccinium,angustifolium,lowbush blueberry,3,"41°25'39"" N","75°9'43"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,1,20m,Pteridium,aquilinum,western bracken fern,1,"41°25'39"" N","75°9'43"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,1,20m,Betula,lenta,black birch,1,"41°25'39"" N","75°9'43"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,1,20m,Gaultheria,procumbens,teaberry,3,"41°25'39"" N","75°9'43"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,1,15m,Quercus,montana,chestnut oak,2,"41°25'39"" N","75°9'43"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,1,15m,Vaccinium,angustifolium,lowbush blueberry,3,"41°25'39"" N","75°9'43"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,1,15m,Gaultheria,procumbens,teaberry,3,"41°25'39"" N","75°9'43"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,1,15m,Carex,pensylvanica,PA sedge,2,"41°25'39"" N","75°9'43"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,1,15m,Acer,rubrum,red maple,1,"41°25'39"" N","75°9'43"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,1,10m,Vaccinium,angustifolium,lowbush blueberry,3,"41°25'39"" N","75°9'43"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,1,10m,Gaultheria,procumbens,teaberry,2,"41°25'39"" N","75°9'43"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,1,5m,Quercus,montana,chestnut oak,2,"41°25'39"" N","75°9'43"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,1,5m,Carex,pensylvanica,PA sedge,2,"41°25'39"" N","75°9'43"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,1,5m,Gaultheria,procumbens,teaberry,2,"41°25'39"" N","75°9'43"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,1,5m,Vaccinium,angustifolium,lowbush blueberry,3,"41°25'39"" N","75°9'43"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,3,20m,Vaccinium,angustifolium,lowbush blueberry,4,"41°25'50"" N","75°9'53"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,3,20m,Pinus,strobus,white pine,1,"41°25'50"" N","75°9'53"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,3,20m,Carex,pensylvanica,PA sedge,3,"41°25'50"" N","75°9'53"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,3,20m,Avenella,flexuosa,wavy hair grass,2,"41°25'50"" N","75°9'53"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,3,20m,Quercus,montana,chestnut oak,2,"41°25'50"" N","75°9'53"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,3,15m,Vaccinium,angustifolium,lowbush blueberry,5,"41°25'50"" N","75°9'53"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
183,3,15m,Quercus,alba,white oak,2,"41°25'50"" N","75°9'53"" W",,5-8-2018,5-8-2018,8-10-25,8-10-25,5-10,183-1,2651,,
