SGL,Transect #,TransectMeterPlot,Genus,Species,Species common,Daubenmeyer,Heading,BurnDate,YearSinceBurn,CollectedDate,DateCollected,Time Category,Burn Unit,Days Since Burn,Notes
211,5,5m,Quercus,rubra,red oak,1,,Never,Never,5-18-25,5-18-25,E,211-2,,
211,5,10m,Dendrolycopodium,obscurum,flat-branched tree clubmoss,4,,Never,Never,5-18-25,5-18-25,E,211-2,,
211,5,10m,Betula,lenta,black birch,2,,Never,Never,5-18-25,5-18-25,E,211-2,,
211,5,10m,Quercus,rubra,red oak,1,,Never,Never,5-18-25,5-18-25,E,211-2,,
211,5,15m,Dendrolycopodium,obscurum,flat-branched tree clubmoss,4,,Never,Never,5-18-25,5-18-25,E,211-2,,
211,5,15m,Betula,lenta,black birch,3,,Never,Never,5-18-25,5-18-25,E,211-2,,
211,5,20m,Dendrolycopodium,obscurum,flat-branched tree clubmoss,2,,Never,Never,5-18-25,5-18-25,E,211-2,,
211,5,20m,Betula,lenta,black birch,3,,Never,Never,5-18-25,5-18-25,E,211-2,,
211,6,20m,Tsuga,canadensis,eastern hemlock,2,,Never,Never,5-18-25,5-18-25,E,211-2,,
211,6,20m,Dendrolycopodium,obscurum,flat-branched tree clubmoss,3,,Never,Never,5-18-25,5-18-25,E,211-2,,
211,6,15m,Rubus,flagellaris,northern dewberry,2,,Never,Never,5-18-25,5-18-25,E,211-2,,
211,6,15m,Dendrolycopodium,obscurum,flat-branched tree clubmoss,2,,Never,Never,5-18-25,5-18-25,E,211-2,,
211,6,15m,Kalmia,latifolia,mountain laurel ,1,,Never,Never,5-18-25,5-18-25,E,211-2,,
211,6,10m,Quercus,alba,white oak,1,,Never,Never,5-18-25,5-18-25,E,211-2,,
211,6,10m,Rubus,flagellaris,northern dewberry,1,,Never,Never,5-18-25,5-18-25,E,211-2,,
211,6,10m,Dendrolycopodium,obscurum,flat-branched tree clubmoss,1,,Never,Never,5-18-25,5-18-25,E,211-2,,
211,6,5m,Kalmia,latifolia,mountain laurel ,3,,Never,Never,5-18-25,5-18-25,E,211-2,,
211,6,5m,Dendrolycopodium,obscurum,flat-branched tree clubmoss,2,,Never,Never,5-18-25,5-18-25,E,211-2,,
300,10,20m,Gaultheria,procumbens,teaberry,3,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,20m,Quercus,rubra,red oak,1,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,20m,Sassafras,albidum,sassafrass,1,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,20m,Pteridium,aquilinum,western bracken fern,2,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,20m,Vaccinium,angustifolium,lowbush blueberry,2,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,20m,Kalmia,angustifolia,sheep laurel,2,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,20m,Maianthemum,racemosum,false Solomon's seal,1,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,20m,Maianthemum,canadense,Canada mayflower,1,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,20m,Huperzia,lucidula,shining clubmoss,2,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,20m,Lysimachia,borealis,northern starflower,1,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,20m,Amauropelta,noveboracensis,New York fern,1,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,15m,Carex,blanda,woodland sedge,1,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,15m,Vaccinium,angustifolium,lowbush blueberry,2,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,15m,Gaultheria,procumbens,teaberry,2,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,15m,Lysimachia,borealis,northern starflower,1,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,15m,Pteridium,aquilinum,western bracken fern,1,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,15m,Acer,rubrum,red maple,1,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,15m,Kalmia,angustifolia,sheep laurel,2,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,10m,Gaultheria,procumbens,teaberry,3,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,10m,Vaccinium,angustifolium,lowbush blueberry,2,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,10m,Kalmia,angustifolia,sheep laurel,2,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,10m,Pteridium,aquilinum,western bracken fern,1,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,5m,Pteridium,aquilinum,western bracken fern,2,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,5m,Kalmia,angustifolia,sheep laurel,2,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,5m,Vaccinium,angustifolium,lowbush blueberry,2,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,5m,Quercus,rubra,red oak,1,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,5m,Gaultheria,procumbens,teaberry,3,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,10,5m,Maianthemum,racemosum,false Solomon's seal,2,283,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,20m,Gaylussacia,baccata,black huckleberry,4,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,20m,Vaccinium,angustifolium,lowbush blueberry,1,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,20m,Viburnum,dentatum,arrowood viburnum,2,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,20m,Huperzia,lucidula,shining clubmoss,1,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,20m,Gaultheria,procumbens,teaberry,2,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,15m,Pteridium,aquilinum,western bracken fern,2,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,15m,Gaylussacia,baccata,black huckleberry,3,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,15m,Vaccinium,angustifolium,lowbush blueberry,2,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,15m,Kalmia,angustifolia,sheep laurel,1,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,15m,Aronia,melanocarpa,black chokeberry,1,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,15m,Gaultheria,procumbens,teaberry,2,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,15m,Huperzia,lucidula,shining clubmoss,1,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,10m,Pteridium,aquilinum,western bracken fern,2,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,10m,Gaylussacia,baccata,black huckleberry,4,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,10m,Vaccinium,angustifolium,lowbush blueberry,1,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,10m,Gaultheria,procumbens,teaberry,2,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,10m,Kalmia,angustifolia,sheep laurel,1,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,10m,Huperzia,lucidula,shining clubmoss,1,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,10m,Medeola,virginiana,Indian cucumber ,1,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,5m,Viburnum,dentatum,arrowood viburnum,2,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,5m,Gaylussacia,baccata,black huckleberry,3,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,5m,Kalmia,angustifolia,sheep laurel,2,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,5m,Medeola,virginiana,Indian cucumber ,2,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,5m,Gaultheria,procumbens,teaberry,2,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,11,5m,Pteridium,aquilinum,western bracken fern,1,236,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,20m,Kalmia,latifolia,mountain laurel ,2,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,20m,Medeola,virginiana,Indian cucumber ,1,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,20m,Gaylussacia,baccata,black huckleberry,2,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,20m,Vaccinium,angustifolium,lowbush blueberry,2,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,20m,Gaultheria,procumbens,teaberry,2,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,20m,Kalmia,angustifolia,sheep laurel,2,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,20m,Pteridium,aquilinum,western bracken fern,1,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,15m,Vaccinium,angustifolium,lowbush blueberry,3,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,15m,Medeola,virginiana,Indian cucumber ,1,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,15m,Kalmia,latifolia,mountain laurel ,2,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,15m,Poa,sp.,poa sp. 1 ,1,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,15m,Quercus,rubra,red oak,1,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,10m,Kalmia,latifolia,mountain laurel ,3,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,10m,Vaccinium,angustifolium,lowbush blueberry,1,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,10m,Gaultheria,procumbens,teaberry,2,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,10m,Medeola,virginiana,Indian cucumber ,1,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,10m,Maianthemum,canadense,Canada mayflower,1,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,10m,Quercus,rubra,red oak,1,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,10m,Poa,sp.,poa sp. 1 ,1,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,10m,Aronia,melanocarpa,black chokeberry,1,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,10m,Gaylussacia,baccata,black huckleberry,1,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,5m,Gaylussacia,baccata,black huckleberry,3,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,5m,Vaccinium,angustifolium,lowbush blueberry,2,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,5m,Solidago,rugosa,wrinkleleaf goldenrod,1,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,5m,Lysimachia,borealis,northern starflower,1,296,Never,Never,6-6-25,6-6-25,E,300-3,,
300,12,5m,Kalmia,latifolia,mountain laurel ,2,296,Never,Never,6-6-25,6-6-25,E,300-3,,
210,1,5m,Medeola,virginiana,Indian cucumber ,3,96,Never,Never,6-7-25,6-7-25,E,210-1,,
210,1,5m,Dennstaedtia,punctilobula,hay-scented fern,3,96,Never,Never,6-7-25,6-7-25,E,210-1,,
210,1,5m,Vaccinium,angustifolium,lowbush blueberry,2,96,Never,Never,6-7-25,6-7-25,E,210-1,,
210,1,10m,Vaccinium,corymbosum,highbush blueberry,2,96,Never,Never,6-7-25,6-7-25,E,210-1,,
210,1,10m,Vaccinium,angustifolium,lowbush blueberry,2,96,Never,Never,6-7-25,6-7-25,E,210-1,,
210,1,10m,Dennstaedtia,punctilobula,hay-scented fern,3,96,Never,Never,6-7-25,6-7-25,E,210-1,,
210,1,15m,Dennstaedtia,punctilobula,hay-scented fern,4,96,Never,Never,6-7-25,6-7-25,E,210-1,,
210,1,15m,Rubus,hispidus,dewberry,1,96,Never,Never,6-7-25,6-7-25,E,210-1,,
210,1,15m,Carex,sp.,Carex sp (look for photo),1,96,Never,Never,6-7-25,6-7-25,E,210-1,,
210,1,15m,Betula,lenta,black birch,1,96,Never,Never,6-7-25,6-7-25,E,210-1,,
210,1,20m,Rubus,flagellaris,northern dewberry,2,96,Never,Never,6-7-25,6-7-25,E,210-1,,
210,1,20m,Dennstaedtia,punctilobula,hay-scented fern,4,96,Never,Never,6-7-25,6-7-25,E,210-1,,
210,1,20m,Viola,sororia,common violet,2,96,Never,Never,6-7-25,6-7-25,E,210-1,,
210,1,20m,Betula,lenta,black birch,1,96,Never,Never,6-7-25,6-7-25,E,210-1,,
210,1,20m,Carex,sp.,Carex sp (look for photo),1,96,Never,Never,6-7-25,6-7-25,E,210-1,,
210,1,20m,Poa,sp.,poa sp. 1 ,1,96,Never,Never,6-7-25,6-7-25,E,210-1,,
210,2,5m,Vaccinium,corymbosum,highbush blueberry,2,256,Never,Never,6-7-25,6-7-25,E,210-1,,
210,2,5m,Amauropelta,noveboracensis,New York fern,3,256,Never,Never,6-7-25,6-7-25,E,210-1,,
210,2,5m,Rubus,hispidus,dewberry,3,256,Never,Never,6-7-25,6-7-25,E,210-1,,
210,2,5m,Osmundastrum,cinnamomeum,cinnamon fern,3,256,Never,Never,6-7-25,6-7-25,E,210-1,,
210,2,10m,Vaccinium,angustifolium,lowbush blueberry,2,256,Never,Never,6-7-25,6-7-25,E,210-1,,
210,2,10m,Osmundastrum,cinnamomeum,cinnamon fern,3,256,Never,Never,6-7-25,6-7-25,E,210-1,,
210,2,10m,Vaccinium,corymbosum,highbush blueberry,2,256,Never,Never,6-7-25,6-7-25,E,210-1,,
210,2,10m,Maianthemum,canadense,Canada mayflower,1,256,Never,Never,6-7-25,6-7-25,E,210-1,,
210,2,10m,Acer,rubrum,red maple,1,256,Never,Never,6-7-25,6-7-25,E,210-1,,
210,2,15m,Maianthemum,canadense,Canada mayflower,2,256,Never,Never,6-7-25,6-7-25,E,210-1,,
210,2,15m,Amauropelta,noveboracensis,New York fern,3,256,Never,Never,6-7-25,6-7-25,E,210-1,,
210,2,15m,Quercus,rubra,red oak,1,256,Never,Never,6-7-25,6-7-25,E,210-1,,
210,2,15m,Rubus,hispidus,dewberry,1,256,Never,Never,6-7-25,6-7-25,E,210-1,,
210,2,15m,Medeola,virginiana,Indian cucumber ,1,256,Never,Never,6-7-25,6-7-25,E,210-1,,
210,2,20m,Osmundastrum,cinnamomeum,cinnamon fern,3,256,Never,Never,6-7-25,6-7-25,E,210-1,,
210,2,20m,,,sphagnum moss,4,256,Never,Never,6-7-25,6-7-25,E,210-1,,
210,2,20m,Viola,sororia,woodland violet,1,256,Never,Never,6-7-25,6-7-25,E,210-1,,
210,2,20m,Maianthemum,canadense,Canada mayflower,2,256,Never,Never,6-7-25,6-7-25,E,210-1,,
210,2,20m,Rubus,hispidus,dewberry,1,256,Never,Never,6-7-25,6-7-25,E,210-1,,
210,3,5m,Vaccinium,angustifolium,lowbush blueberry,1,6,Never,Never,6-7-25,6-7-25,E,210-1,,
210,3,5m,Acer,rubrum,red maple,1,6,Never,Never,6-7-25,6-7-25,E,210-1,,
210,3,10m,Vaccinium,angustifolium,lowbush blueberry,2,6,Never,Never,6-7-25,6-7-25,E,210-1,,
210,3,10m,Acer,rubrum,red maple,2,6,Never,Never,6-7-25,6-7-25,E,210-1,,
210,3,10m,Sassafras,albidum,sassafrass,1,6,Never,Never,6-7-25,6-7-25,E,210-1,,
210,3,15m,Vaccinium,angustifolium,lowbush blueberry,2,6,Never,Never,6-7-25,6-7-25,E,210-1,,
210,3,15m,Gaultheria,procumbens,teaberry,2,6,Never,Never,6-7-25,6-7-25,E,210-1,,
210,3,15m,Acer,rubrum,red maple,1,6,Never,Never,6-7-25,6-7-25,E,210-1,,
210,3,20m,Vaccinium,angustifolium,lowbush blueberry,3,6,Never,Never,6-7-25,6-7-25,E,210-1,,
210,3,20m,Acer,rubrum,red maple,1,6,Never,Never,6-7-25,6-7-25,E,210-1,,
183,4,20m,Betula,lenta,black birch,2,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,20m,Vaccinium,angustifolium,lowbush blueberry,3,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,20m,Gaultheria,procumbens,teaberry,2,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,15m,Vaccinium,angustifolium,lowbush blueberry,3,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,15m,Pinus ,strobus,white pine,1,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,15m,Betula,lenta,black birch,1,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,15m,Gaultheria,procumbens,teaberry,1,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,10m,Betula,lenta,black birch,1,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,10m,Vaccinium,angustifolium,lowbush blueberry,3,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,10m,Gaultheria,procumbens,teaberry,2,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,10m,Pinus ,strobus,white pine,1,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,10m,,,pincushon moss,2,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,10m,,,broom forkmoss,2,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,5m,Vaccinium,angustifolium,lowbush blueberry,3,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,5m,Pinus ,strobus,white pine,1,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,5m,Acer,rubrum,red maple,1,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,4,5m,,,pincushon moss,1,271,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,20m,Gaultheria,procumbens,teaberry,2,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,20m,,,common hair moss,3,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,20m,,,pincushon moss,3,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,20m,Quercus ,montana,chestnut oak,2,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,20m,Avenella,flexuosa,wavy hair grass,3,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,15m,Vaccinium,angustifolium,lowbush blueberry,3,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,15m,Avenella,flexuosa,wavy hair grass,2,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,15m,Carex,pensylvanica,PA sedge,3,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,15m,Quercus ,montana,chestnut oak,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,15m,,,pincushon moss,2,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,15m,Pinus ,strobus,white pine,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,15m,,,common hair moss,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,15m,Dichanthelium,,dichanthelium sp.,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,15m,Betula,lenta,black birch,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,10m,Pinus,strobus,white pine,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,10m,Vaccinium,angustifolium,lowbush blueberry,4,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,10m,Gaultheria,procumbens,teaberry,2,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,10m,Acer ,rubrum,red maple,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,10m,Carya ,glabra,pignut hickory,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,5m,Vaccinium,angustifolium,lowbush blueberry,2,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,5m,Acer,rubrum,red maple,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,5m,Carex,pensylvanica,PA sedge,2,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,5,5m,Betula,lenta,black birch,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,20m,Betula,lenta,black birch,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,20m,Pinus ,strobus,white pine,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,20m,Maianthemum,racemosum,false Solomon's seal,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,20m,Acer,rubrum,red maple,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,15m,Quercus ,montana,chestnut oak,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,15m,Carya ,glabra,pignut hickory,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,15m,Acer ,rubrum,red maple,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,10m,Vaccinium,angustifolium,lowbush blueberry,4,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,5m,Pteridium,aquilinum,bracken fern,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,5m,Vaccinium,angustifolium,lowbush blueberry,3,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,5m,Carya ,glabra,pignut hickory,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,5m,Acer,rubrum,red maple,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
183,6,5m,Avenella,flexuosa,wavy hair grass,1,134,Never,Never,8-16-2025,8-16-2025,E,183-3,,
